user id,product id,Interaction type,Time stamp,date,year,month,day_of_week,hour,Customer ID,Age,Gender,Item Purchased,Category_x,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,customer_segment,age_group,Uniqe Id,Product Name,Category_y,Selling Price,price_segment,category_simple
11.0,7b0746d8afc8462ba17f8a763d9d5f1e,purchase,2023-10-20 08:00:00,2023-10-20,2023,10,Friday,8,11,53,Male,Shoes,Footwear,34,Arkansas,L,Purple,Fall,4.1,Yes,Store Pickup,Yes,Yes,26,Bank Transfer,Bi-Weekly,Low,50-65,7b0746d8afc8462ba17f8a763d9d5f1e,"Moonlite, 3-Story Bundle for Boys, Includes 3 Story Reels for Use with Storybook Projector",Toys & Games | Baby & Toddler Toys,18.16,Premium,Toys
12.0,c5f4c94653a3befd8dd16adf2914c04e,view,2023-10-21 08:00:00,2023-10-21,2023,10,Saturday,8,12,30,Male,Shorts,Clothing,68,Hawaii,S,Olive,Winter,4.9,Yes,Store Pickup,Yes,Yes,10,Bank Transfer,Fortnightly,High,25-35,c5f4c94653a3befd8dd16adf2914c04e,DC Cover Girls: Black Canary by Joëlle Jones Statue,"Toys & Games | Collectible Toys | Statues, Bobbleheads & Busts | Statues",84.61,Luxury,Toys
13.0,615ba903c134f439eaf8cdd1678ceb5c,like,2023-10-22 08:00:00,2023-10-22,2023,10,Sunday,8,13,61,Male,Coat,Outerwear,72,Delaware,M,Gold,Winter,4.5,Yes,Express,Yes,Yes,37,Venmo,Fortnightly,High,50-65,615ba903c134f439eaf8cdd1678ceb5c,"Baby Doll Bedding Chevron Window Valance and Curtain Set, Orange",Baby Products | Nursery | Décor | Window Treatments | Valances,33.92,Luxury,Other
14.0,82c86a4d24dce5e14303033d7b658b78,view,2023-10-23 08:00:00,2023-10-23,2023,10,Monday,8,14,65,Male,Dress,Clothing,51,New Hampshire,M,Violet,Spring,4.7,Yes,Express,Yes,Yes,31,PayPal,Weekly,Medium,50-65,82c86a4d24dce5e14303033d7b658b78,"LEGO Minecraft Creeper BigFig and Ocelot Characters 21156 Buildable Toy Minecraft Figure Gift Set for Play and Decoration, New 2020 (184 Pieces)",Toys & Games | Building Toys | Building Sets,14.99,Economy,Toys
15.0,1ecccb43e0f5c0162218371916ffa553,like,2023-10-24 08:00:00,2023-10-24,2023,10,Tuesday,8,15,64,Male,Coat,Outerwear,53,New York,L,Teal,Winter,4.7,Yes,Free Shipping,Yes,Yes,34,Debit Card,Weekly,Medium,50-65,1ecccb43e0f5c0162218371916ffa553,C&D Visionary DC Comic Originals Flash Logo Sticker,Toys & Games | Arts & Crafts | Craft Kits,4.99,Budget,Toys
16.0,d1ac6d805fcdf75f9e00af611dd03ce4,like,2023-10-25 08:00:00,2023-10-25,2023,10,Wednesday,8,16,64,Male,Skirt,Clothing,81,Rhode Island,M,Teal,Winter,2.8,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,High,50-65,d1ac6d805fcdf75f9e00af611dd03ce4,"The Learning Journey ABC Melody Maker, Primary",Toys & Games | Baby & Toddler Toys | Musical Toys,34.39,Luxury,Toys
17.0,d82015ffbf4cd54b0edfb890002971f3,purchase,2023-10-26 08:00:00,2023-10-26,2023,10,Thursday,8,17,25,Male,Sunglasses,Accessories,36,Alabama,S,Gray,Spring,4.1,Yes,Next Day Air,Yes,Yes,44,Debit Card,Bi-Weekly,Low,18-25,d82015ffbf4cd54b0edfb890002971f3,"The Complete Common Core: State Standards Kit, Grade 5",Toys & Games | Learning & Education | Flash Cards,12.88,Economy,Toys
18.0,39f1b8a2129315da0288cd058b6b6086,view,2023-10-27 08:00:00,2023-10-27,2023,10,Friday,8,18,53,Male,Dress,Clothing,38,Mississippi,XL,Lavender,Winter,4.7,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly,Low,50-65,39f1b8a2129315da0288cd058b6b6086,Flash Furniture 25''W x 45''L Trapezoid Red HP Laminate Activity Table - Height Adjustable Short Legs,Home & Kitchen | Furniture | Kids' Furniture | Tables & Chairs | Tables,117.26,Luxury,Home
19.0,4af0833f20a8421788fc04577b0ef1c5,like,2023-10-28 08:00:00,2023-10-28,2023,10,Saturday,8,19,52,Male,Sweater,Clothing,48,Montana,S,Black,Summer,4.6,Yes,Free Shipping,Yes,Yes,17,Cash,Weekly,Medium,50-65,4af0833f20a8421788fc04577b0ef1c5,Schylling Veterinarian Kit,Toys & Games | Novelty & Gag Toys | Money Banks,9.39,Budget,Toys
20.0,fd71391871b94ead84733bc272dd5886,purchase,2023-10-29 08:00:00,2023-10-29,2023,10,Sunday,8,20,66,Male,Pants,Clothing,90,Rhode Island,M,Green,Summer,3.3,Yes,Standard,Yes,Yes,46,Debit Card,Bi-Weekly,VIP,65+,fd71391871b94ead84733bc272dd5886,Yellies! Frizz; Voice-Activated Spider Pet; Ages 5 & Up,Toys & Games | Baby & Toddler Toys | Musical Toys,17.85,Premium,Toys
21.0,a84f14dd0114d78f178b16f093cab0e0,purchase,2023-10-30 08:00:00,2023-10-30,2023,10,Monday,8,21,21,Male,Pants,Clothing,51,Louisiana,M,Black,Winter,2.8,Yes,Express,Yes,Yes,50,Cash,Every 3 Months,Medium,18-25,a84f14dd0114d78f178b16f093cab0e0,Disney HK318329 Sofia The First Sleepover Set,Toys & Games | Sports & Outdoor Play | Slumber Bags,27.5,Premium,Sports
22.0,f5b9392a03cfae8817307a36411c8b17,view,2023-10-31 08:00:00,2023-10-31,2023,10,Tuesday,8,22,31,Male,Pants,Clothing,62,North Carolina,M,Charcoal,Winter,4.1,Yes,Store Pickup,Yes,Yes,22,Debit Card,Quarterly,High,25-35,f5b9392a03cfae8817307a36411c8b17,Team Associated 9665 Hinge Pin Brace with Hinge Pins B4/T4,Toys & Games | Hobbies | Hobby Building Tools & Hardware | RC Linkages,10.99,Economy,Toys
23.0,89a993dbc079cc3fbe9088c8170b6f99,like,2023-11-01 08:00:00,2023-11-01,2023,11,Wednesday,8,23,56,Male,Pants,Clothing,37,California,M,Peach,Summer,3.2,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually,Low,50-65,89a993dbc079cc3fbe9088c8170b6f99,"PLUS PLUS - Construction Building Toy, Open Play Set - 3,600 Pieces with Storage Tub - Basic Color Mix",Toys & Games | Building Toys | Building Sets,159.99,Luxury,Toys
24.0,84fb43b933850dc05e57a162c5ba1702,view,2023-11-02 08:00:00,2023-11-02,2023,11,Thursday,8,24,31,Male,Pants,Clothing,88,Oklahoma,XL,White,Winter,4.4,Yes,Express,Yes,Yes,40,Credit Card,Weekly,VIP,25-35,84fb43b933850dc05e57a162c5ba1702,"Big Party Pack Orange Peel Plastic Plates | 10.25"" | Pack of 50 | Party Supply",Toys & Games | Party Supplies | Party Tableware | Plates,12.63,Economy,Toys
25.0,af983053a35fa2a843092369ff3b400b,like,2023-11-03 08:00:00,2023-11-03,2023,11,Friday,8,25,18,Male,Jacket,Outerwear,22,Florida,M,Green,Fall,2.9,Yes,Store Pickup,Yes,Yes,16,Debit Card,Weekly,Low,<18,af983053a35fa2a843092369ff3b400b,Peppa Pig Shape Sorter Clock Puzzle (12Piece),Toys & Games | Baby & Toddler Toys | Teaching Clocks,11.88,Economy,Toys
26.0,6d38858169064c8b7069a19c90dd0ae4,like,2023-11-04 08:00:00,2023-11-04,2023,11,Saturday,8,26,18,Male,Hoodie,Clothing,25,Texas,M,Silver,Summer,3.6,Yes,Express,Yes,Yes,14,PayPal,Annually,Low,<18,,,,,,
27.0,326ebcfaa8d5204b634b5648e88e2fe4,purchase,2023-11-05 08:00:00,2023-11-05,2023,11,Sunday,8,27,38,Male,Jewelry,Accessories,20,Nevada,M,Red,Spring,3.6,Yes,Next Day Air,Yes,Yes,13,Credit Card,Annually,Low,35-50,326ebcfaa8d5204b634b5648e88e2fe4,NKOK Sonic and Sega All Stars Racing Remote Controlled Car - Sonic The Hedgehog,Toys & Games | Kids' Electronics,26.99,Premium,Toys
28.0,a11d9462309527143094a0f68bce0a58,view,2023-11-06 08:00:00,2023-11-06,2023,11,Monday,8,28,56,Male,Shorts,Clothing,56,Kentucky,L,Cyan,Summer,5.0,Yes,Next Day Air,Yes,Yes,7,Bank Transfer,Every 3 Months,Medium,50-65,a11d9462309527143094a0f68bce0a58,Industro Stainless Steel Hose Clamps,Home & Kitchen | Home Décor | Kids' Room Décor,34.27,Luxury,Home
29.0,fdd8daf07ddd4a23832f3da7d209252f,like,2023-11-07 08:00:00,2023-11-07,2023,11,Tuesday,8,29,54,Male,Handbag,Accessories,94,North Carolina,M,Gray,Fall,4.4,Yes,Free Shipping,Yes,Yes,41,PayPal,Every 3 Months,VIP,50-65,fdd8daf07ddd4a23832f3da7d209252f,"Oopsy Daisy Birchwood Owl Growth Chart, Pink, 12"" x 42""",Baby Products | Nursery | Décor | Wall Décor | Growth Charts,18.7,Premium,Other
30.0,c15e7efbe14b9bbcb8b7fe31f9818021,purchase,2023-11-08 08:00:00,2023-11-08,2023,11,Wednesday,8,30,31,Male,Dress,Clothing,48,Wyoming,S,Black,Fall,4.1,Yes,Store Pickup,Yes,Yes,14,Credit Card,Weekly,Medium,25-35,c15e7efbe14b9bbcb8b7fe31f9818021,Springbok Puzzles - Christmas Wishes - 400 Piece Jigsaw Puzzle - Large 26.75 Inches by 20.5 Inches Puzzle - Made in USA - Unique Cut Interlocking Pieces - Big Pieces for Kids & Small Pieces for Adults,Toys & Games | Puzzles | Jigsaw Puzzles,14.95,Economy,Toys
31.0,5bb4a9aa52085ada20006d166b1e2f87,purchase,2023-11-09 08:00:00,2023-11-09,2023,11,Thursday,8,31,57,Male,Jewelry,Accessories,31,North Carolina,L,Black,Winter,4.7,Yes,Standard,Yes,Yes,16,Credit Card,Monthly,Low,50-65,5bb4a9aa52085ada20006d166b1e2f87,Franklin Sports Eye Black Stickers for Kids - Customizable Lettering Baseball and Football Eye Black Stickers - White Pencil Included,Sports & Outdoors | Sports & Fitness | Team Sports,6.91,Budget,Sports
32.0,2339c5be505bf647ebff669697c6bc25,view,2023-11-10 08:00:00,2023-11-10,2023,11,Friday,8,32,33,Male,Dress,Clothing,79,West Virginia,L,Brown,Winter,4.7,Yes,Store Pickup,Yes,Yes,45,Venmo,Monthly,High,25-35,2339c5be505bf647ebff669697c6bc25,Costume Sunglasses Clown from IT Sun-Staches Party Favors UV400,Toys & Games | Dress Up & Pretend Play | Costumes,5.99,Budget,Toys
33.0,93c659c89f9a1a81374c61c3fdf881bb,like,2023-11-11 08:00:00,2023-11-11,2023,11,Saturday,8,33,36,Male,Jacket,Outerwear,67,Kansas,M,Silver,Summer,4.9,Yes,Free Shipping,Yes,Yes,37,Venmo,Annually,High,35-50,93c659c89f9a1a81374c61c3fdf881bb,"Jay Franco Disney Frozen 2 Forest Spirit Twin/Full Comforter & Sham Set, Mutli",Home & Kitchen | Bedding | Kids' Bedding | Comforters & Sets | Comforter Sets,36.37,Luxury,Home
34.0,25a1fcc6db40f86566c5f2d902407b15,view,2023-11-12 08:00:00,2023-11-12,2023,11,Sunday,8,34,54,Male,Pants,Clothing,38,Colorado,L,Green,Summer,3.3,Yes,Store Pickup,Yes,Yes,45,Cash,Quarterly,Low,50-65,25a1fcc6db40f86566c5f2d902407b15,TAMASHII NATIONS Bandai S.H. Figuarts Captain America & Tamashii Effect Explosion Avengers: Infinity War Action Figure,Toys & Games | Toy Figures & Playsets | Action Figures,60.87,Luxury,Toys
35.0,171c7524e8cf032d08d1315f3a538345,like,2023-11-13 08:00:00,2023-11-13,2023,11,Monday,8,35,36,Male,T-shirt,Clothing,91,North Dakota,L,Violet,Spring,4.6,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Quarterly,VIP,35-50,171c7524e8cf032d08d1315f3a538345,"Forum Novelties Union Officer Child's Costume, Medium","Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Boys | Costumes",21.07,Premium,Clothing
36.0,0b6ee0084290e441d87cd5db35cdabb3,like,2023-11-14 08:00:00,2023-11-14,2023,11,Tuesday,8,36,54,Male,Blouse,Clothing,33,Massachusetts,M,Cyan,Summer,4.0,Yes,2-Day Shipping,Yes,Yes,48,Credit Card,Bi-Weekly,Low,50-65,0b6ee0084290e441d87cd5db35cdabb3,"Weiler 14506 Nylox Cup Brush, 6"", 0.40/80SC Crimped Fill, 5/8""-11 UNC Nut",Toys & Games | Play Vehicles,73.58,Luxury,Toys
37.0,4449b3fa30a6becd3ede26511c8b2180,purchase,2023-11-15 08:00:00,2023-11-15,2023,11,Wednesday,8,37,35,Male,T-shirt,Clothing,69,Illinois,M,Maroon,Winter,4.6,Yes,Free Shipping,Yes,Yes,44,PayPal,Fortnightly,High,25-35,4449b3fa30a6becd3ede26511c8b2180,Disney Mickey Golf Ball Spinner Pewter Key Ring Key Accessory,Toys & Games | Novelty & Gag Toys,8.44,Budget,Toys
38.0,4832387affc268b3c9d6cca70dbdbcb4,view,2023-11-16 08:00:00,2023-11-16,2023,11,Thursday,8,38,35,Male,Jeans,Clothing,45,Indiana,S,Cyan,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,PayPal,Weekly,Medium,25-35,4832387affc268b3c9d6cca70dbdbcb4,"Anagram International 3085101 Go Team Megaphone Shop Balloon Pack, 29""",Toys & Games | Party Supplies,6.45,Budget,Toys
39.0,487a3cc651bddbccb4738ef1e5aa40d0,like,2023-11-17 08:00:00,2023-11-17,2023,11,Friday,8,39,29,Male,Dress,Clothing,37,Florida,M,Red,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,44,Venmo,Every 3 Months,Low,25-35,487a3cc651bddbccb4738ef1e5aa40d0,"Happy Birthday Jointed Letter Banner, Under Construction",Toys & Games | Party Supplies | Banners,3.12,Budget,Toys
40.0,c3296d8ad42c3998c205f0dbca3998f3,purchase,2023-11-18 08:00:00,2023-11-18,2023,11,Saturday,8,40,70,Male,Pants,Clothing,60,Arizona,S,Turquoise,Summer,4.2,Yes,Express,Yes,Yes,18,Credit Card,Monthly,Medium,65+,,,,,,
41.0,3d63af78f4051d04ff6244e9cd299654,purchase,2023-11-19 08:00:00,2023-11-19,2023,11,Sunday,8,41,69,Male,Handbag,Accessories,76,Louisiana,L,Beige,Winter,4.6,Yes,Next Day Air,Yes,Yes,31,Debit Card,Quarterly,High,65+,3d63af78f4051d04ff6244e9cd299654,Funko Pop! Games: Persona 5 - The Joker (Styles May Vary),,15.45,Economy,Other
42.0,a1793c26a96a83a1544300a431e62902,view,2023-11-20 08:00:00,2023-11-20,2023,11,Monday,8,42,67,Male,Scarf,Accessories,39,Alaska,M,Orange,Spring,4.5,Yes,Standard,Yes,Yes,40,Venmo,Annually,Low,65+,a1793c26a96a83a1544300a431e62902,Klutz Decorate This Journal Toy,Toys & Games | Arts & Crafts | Craft Kits,16.01,Economy,Toys
43.0,486702a222224c41f9e243713d03f27a,like,2023-11-21 08:00:00,2023-11-21,2023,11,Tuesday,8,43,20,Male,Coat,Outerwear,100,Tennessee,M,Beige,Spring,4.1,Yes,Free Shipping,Yes,Yes,15,PayPal,Annually,VIP,18-25,486702a222224c41f9e243713d03f27a,Random Esoteric Creature Generator for Classic Fantasy Rpgs & Their Modern Simulacra,Toys & Games | Games & Accessories,19.94,Premium,Toys
44.0,6eedbf9388a4d905870f8fcd20790823,view,2023-11-22 08:00:00,2023-11-22,2023,11,Wednesday,8,44,25,Male,Scarf,Accessories,69,Ohio,L,Lavender,Fall,3.7,Yes,Store Pickup,Yes,Yes,19,PayPal,Fortnightly,High,18-25,6eedbf9388a4d905870f8fcd20790823,Bachmann Trains Great Northern Gondola,Toys & Games | Hobbies | Trains & Accessories | Train Cars | Freight Cars | Gondolas,22.38,Premium,Toys
45.0,dbf306088532d98d12f7da924cb4e87b,like,2023-11-23 08:00:00,2023-11-23,2023,11,Thursday,8,45,39,Male,Hat,Accessories,53,Kentucky,S,Silver,Summer,4.6,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly,Medium,35-50,dbf306088532d98d12f7da924cb4e87b,"Disney's Alice in Wonderland, ""The Hatter's Mad"" Woven Tapestry Throw Blanket, 48"" x 60"", Multi Color",Home & Kitchen | Bedding | Kids' Bedding | Blankets & Throws | Throws,35.0,Luxury,Home
46.0,437d953bb394e40c86873504d40e1b44,like,2023-11-24 08:00:00,2023-11-24,2023,11,Friday,8,46,50,Male,Socks,Clothing,21,Tennessee,XL,Indigo,Fall,2.9,Yes,2-Day Shipping,Yes,Yes,25,PayPal,Annually,Low,35-50,437d953bb394e40c86873504d40e1b44,Pacific Play Tent Agility Dog Training Chute,Pet Supplies | Dogs | Training & Behavior Aids | Agility Equipment | Tunnels,37.98,Luxury,Other
47.0,e84e6e3a05a6fc610ff155b851fa1713,purchase,2023-11-25 08:00:00,2023-11-25,2023,11,Saturday,8,47,57,Male,Shirt,Clothing,43,California,L,White,Summer,2.9,Yes,Store Pickup,Yes,Yes,45,Cash,Quarterly,Medium,50-65,e84e6e3a05a6fc610ff155b851fa1713,Barbie Babysitters Inc. Popcorn Set,Toys & Games | Dolls & Accessories | Dolls,9.93,Budget,Toys
48.0,54f37f5ba4be7549cdf4a945bf1bdaad,view,2023-11-26 08:00:00,2023-11-26,2023,11,Sunday,8,48,55,Male,Jewelry,Accessories,54,Montana,M,Charcoal,Winter,4.5,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly,Medium,50-65,54f37f5ba4be7549cdf4a945bf1bdaad,"Losi Ride Height Gauge, LOSA99173",Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts,11.99,Economy,Toys
49.0,4f41e104e3332ef045a90d8a294ffbd5,like,2023-11-27 08:00:00,2023-11-27,2023,11,Monday,8,49,42,Male,Shirt,Clothing,55,Nevada,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,38,Cash,Monthly,Medium,35-50,4f41e104e3332ef045a90d8a294ffbd5,Melissa & Doug Disney Cinderella Rags to Riches Wooden Magnetic Game With 10 Magnetic Pieces and Wand,Toys & Games | Learning & Education,11.12,Economy,Toys
50.0,a6c9ec0ff537edf9736f99b3ca993506,purchase,2023-11-28 08:00:00,2023-11-28,2023,11,Tuesday,8,50,68,Male,Hoodie,Clothing,30,New Jersey,S,Indigo,Spring,4.6,Yes,Next Day Air,Yes,Yes,34,Debit Card,Bi-Weekly,Low,65+,a6c9ec0ff537edf9736f99b3ca993506,VTech Twist and Hug Koala Rattle,Toys & Games | Kids' Electronics | Electronic Learning Toys,7.99,Budget,Toys
51.0,2d835e536f3e4aed4005091fe3955ebb,purchase,2023-11-29 08:00:00,2023-11-29,2023,11,Wednesday,8,51,49,Male,Blouse,Clothing,28,Maryland,M,Red,Spring,3.7,Yes,Store Pickup,Yes,Yes,39,Debit Card,Bi-Weekly,Low,35-50,2d835e536f3e4aed4005091fe3955ebb,"LAMO 5"" Vinyl Figure - Legacy Gamers Dr Disrespect, Red",,19.5,Premium,Other
52.0,82be0dec20a875155a066440ef111310,view,2023-11-30 08:00:00,2023-11-30,2023,11,Thursday,8,52,59,Male,Skirt,Clothing,59,Vermont,XL,Gray,Winter,4.7,Yes,2-Day Shipping,Yes,Yes,7,Credit Card,Quarterly,Medium,50-65,82be0dec20a875155a066440ef111310,"Marvel Avengers Assemble Captain America Costume T-Shirt with Mask, Small","Clothing, Shoes & Jewelry | Novelty & More | Clothing | Novelty | Men | Shirts | T-Shirts",10.36,Economy,Clothing
53.0,4cd74df98f6a204869dbc31ba3749d3c,like,2023-12-01 08:00:00,2023-12-01,2023,12,Friday,8,53,42,Male,T-shirt,Clothing,20,Alaska,M,Green,Summer,2.6,Yes,Free Shipping,Yes,Yes,26,Credit Card,Weekly,Low,35-50,4cd74df98f6a204869dbc31ba3749d3c,"Vallejo Game Color Sunblast Yellow Paint, 17ml",Toys & Games | Hobbies | Hobby Building Tools & Hardware | Paints,3.06,Budget,Toys
54.0,74c5d3de523d24384aa913b71d29689b,view,2023-12-02 08:00:00,2023-12-02,2023,12,Saturday,8,54,29,Male,Skirt,Clothing,24,Mississippi,S,Peach,Winter,3.9,Yes,Next Day Air,Yes,Yes,35,Credit Card,Weekly,Low,25-35,74c5d3de523d24384aa913b71d29689b,"Mudpuppy Unicorn Magic Activity Coloring Roll, Age 4+, Creative Fun with Coloring, Mazes, Spot The Difference and More, Includes 5 Colored Pencils, Easy to Store Unicorn Paper Roll",Toys & Games | Arts & Crafts,6.99,Budget,Toys
55.0,43a663416f7a8325321942235dfa6ef7,purchase,2023-12-03 08:00:00,2023-12-03,2023,12,Sunday,8,55,47,Male,Coat,Outerwear,94,New Mexico,M,Brown,Summer,4.2,Yes,Next Day Air,Yes,Yes,35,Debit Card,Bi-Weekly,VIP,35-50,43a663416f7a8325321942235dfa6ef7,Top Trumps Liverpool FC 18/19 Card Game,Toys & Games | Games & Accessories | Card Games,6.11,Budget,Toys
56.0,f1a2c4a6317e54e9c76377c79eb35201,view,2023-12-04 08:00:00,2023-12-04,2023,12,Monday,8,56,40,Male,Jacket,Outerwear,28,South Carolina,M,Lavender,Winter,3.0,Yes,2-Day Shipping,Yes,Yes,49,Credit Card,Annually,Low,35-50,f1a2c4a6317e54e9c76377c79eb35201,Hot Wheels Track Builder Straight Track with Car AND Hot Wheels Race Case Track Set,Toys & Games | Dress Up & Pretend Play | Pretend Play | Kitchen Toys,19.98,Premium,Toys
57.0,c4c4257e9c0a5257ed3affae5c568aae,like,2023-12-05 08:00:00,2023-12-05,2023,12,Tuesday,8,57,41,Male,Backpack,Accessories,73,Mississippi,XL,Brown,Summer,4.7,Yes,Store Pickup,Yes,Yes,46,Credit Card,Weekly,High,35-50,c4c4257e9c0a5257ed3affae5c568aae,"Wild Republic Mermaid Toy, Slap Bracelet, Gifts for Kids, Purple, Huggers 12""",,7.99,Budget,Other
58.0,9ab3556ad20a8d9c1595d298972b2eae,view,2023-12-06 08:00:00,2023-12-06,2023,12,Wednesday,8,58,21,Male,Coat,Outerwear,64,West Virginia,M,White,Summer,4.4,Yes,Store Pickup,Yes,Yes,17,Debit Card,Fortnightly,High,18-25,9ab3556ad20a8d9c1595d298972b2eae,Melissa & Doug Annie Doll & Feeding Set Bundle,Toys & Games | Dolls & Accessories | Dolls,24.99,Premium,Toys
