user id,product id,Interaction type,Time stamp,date,year,month,day_of_week,hour,Customer ID,customer_segment,age_group,Uniqe Id,price_segment,category_simple
21.0,a84f14dd0114d78f178b16f093cab0e0,purchase,2023-10-30 08:00:00,2023-10-30,2023,10,Monday,8,21,Medium,18-25,a84f14dd0114d78f178b16f093cab0e0,Premium,Sports
22.0,f5b9392a03cfae8817307a36411c8b17,view,2023-10-31 08:00:00,2023-10-31,2023,10,Tuesday,8,22,High,25-35,f5b9392a03cfae8817307a36411c8b17,Economy,Toys
23.0,89a993dbc079cc3fbe9088c8170b6f99,like,2023-11-01 08:00:00,2023-11-01,2023,11,Wednesday,8,23,Low,50-65,89a993dbc079cc3fbe9088c8170b6f99,Luxury,Toys
24.0,84fb43b933850dc05e57a162c5ba1702,view,2023-11-02 08:00:00,2023-11-02,2023,11,Thursday,8,24,VIP,25-35,84fb43b933850dc05e57a162c5ba1702,Economy,Toys
25.0,af983053a35fa2a843092369ff3b400b,like,2023-11-03 08:00:00,2023-11-03,2023,11,Friday,8,25,Low,<18,af983053a35fa2a843092369ff3b400b,Economy,Toys
26.0,6d38858169064c8b7069a19c90dd0ae4,like,2023-11-04 08:00:00,2023-11-04,2023,11,Saturday,8,26,Low,<18,,,
27.0,326ebcfaa8d5204b634b5648e88e2fe4,purchase,2023-11-05 08:00:00,2023-11-05,2023,11,Sunday,8,27,Low,35-50,326ebcfaa8d5204b634b5648e88e2fe4,Premium,Toys
28.0,a11d9462309527143094a0f68bce0a58,view,2023-11-06 08:00:00,2023-11-06,2023,11,Monday,8,28,Medium,50-65,a11d9462309527143094a0f68bce0a58,Luxury,Home
29.0,fdd8daf07ddd4a23832f3da7d209252f,like,2023-11-07 08:00:00,2023-11-07,2023,11,Tuesday,8,29,VIP,50-65,fdd8daf07ddd4a23832f3da7d209252f,Premium,Other
30.0,c15e7efbe14b9bbcb8b7fe31f9818021,purchase,2023-11-08 08:00:00,2023-11-08,2023,11,Wednesday,8,30,Medium,25-35,c15e7efbe14b9bbcb8b7fe31f9818021,Economy,Toys
31.0,5bb4a9aa52085ada20006d166b1e2f87,purchase,2023-11-09 08:00:00,2023-11-09,2023,11,Thursday,8,31,Low,50-65,5bb4a9aa52085ada20006d166b1e2f87,Budget,Sports
32.0,2339c5be505bf647ebff669697c6bc25,view,2023-11-10 08:00:00,2023-11-10,2023,11,Friday,8,32,High,25-35,2339c5be505bf647ebff669697c6bc25,Budget,Toys
33.0,93c659c89f9a1a81374c61c3fdf881bb,like,2023-11-11 08:00:00,2023-11-11,2023,11,Saturday,8,33,High,35-50,93c659c89f9a1a81374c61c3fdf881bb,Luxury,Home
34.0,25a1fcc6db40f86566c5f2d902407b15,view,2023-11-12 08:00:00,2023-11-12,2023,11,Sunday,8,34,Low,50-65,25a1fcc6db40f86566c5f2d902407b15,Luxury,Toys
35.0,171c7524e8cf032d08d1315f3a538345,like,2023-11-13 08:00:00,2023-11-13,2023,11,Monday,8,35,VIP,35-50,171c7524e8cf032d08d1315f3a538345,Premium,Clothing
36.0,0b6ee0084290e441d87cd5db35cdabb3,like,2023-11-14 08:00:00,2023-11-14,2023,11,Tuesday,8,36,Low,50-65,0b6ee0084290e441d87cd5db35cdabb3,Luxury,Toys
37.0,4449b3fa30a6becd3ede26511c8b2180,purchase,2023-11-15 08:00:00,2023-11-15,2023,11,Wednesday,8,37,High,25-35,4449b3fa30a6becd3ede26511c8b2180,Budget,Toys
38.0,4832387affc268b3c9d6cca70dbdbcb4,view,2023-11-16 08:00:00,2023-11-16,2023,11,Thursday,8,38,Medium,25-35,4832387affc268b3c9d6cca70dbdbcb4,Budget,Toys
39.0,487a3cc651bddbccb4738ef1e5aa40d0,like,2023-11-17 08:00:00,2023-11-17,2023,11,Friday,8,39,Low,25-35,487a3cc651bddbccb4738ef1e5aa40d0,Budget,Toys
40.0,c3296d8ad42c3998c205f0dbca3998f3,purchase,2023-11-18 08:00:00,2023-11-18,2023,11,Saturday,8,40,Medium,65+,,,
41.0,3d63af78f4051d04ff6244e9cd299654,purchase,2023-11-19 08:00:00,2023-11-19,2023,11,Sunday,8,41,High,65+,3d63af78f4051d04ff6244e9cd299654,Economy,Other
42.0,a1793c26a96a83a1544300a431e62902,view,2023-11-20 08:00:00,2023-11-20,2023,11,Monday,8,42,Low,65+,a1793c26a96a83a1544300a431e62902,Economy,Toys
43.0,486702a222224c41f9e243713d03f27a,like,2023-11-21 08:00:00,2023-11-21,2023,11,Tuesday,8,43,VIP,18-25,486702a222224c41f9e243713d03f27a,Premium,Toys
44.0,6eedbf9388a4d905870f8fcd20790823,view,2023-11-22 08:00:00,2023-11-22,2023,11,Wednesday,8,44,High,18-25,6eedbf9388a4d905870f8fcd20790823,Premium,Toys
45.0,dbf306088532d98d12f7da924cb4e87b,like,2023-11-23 08:00:00,2023-11-23,2023,11,Thursday,8,45,Medium,35-50,dbf306088532d98d12f7da924cb4e87b,Luxury,Home
46.0,437d953bb394e40c86873504d40e1b44,like,2023-11-24 08:00:00,2023-11-24,2023,11,Friday,8,46,Low,35-50,437d953bb394e40c86873504d40e1b44,Luxury,Other
47.0,e84e6e3a05a6fc610ff155b851fa1713,purchase,2023-11-25 08:00:00,2023-11-25,2023,11,Saturday,8,47,Medium,50-65,e84e6e3a05a6fc610ff155b851fa1713,Budget,Toys
48.0,54f37f5ba4be7549cdf4a945bf1bdaad,view,2023-11-26 08:00:00,2023-11-26,2023,11,Sunday,8,48,Medium,50-65,54f37f5ba4be7549cdf4a945bf1bdaad,Economy,Toys
49.0,4f41e104e3332ef045a90d8a294ffbd5,like,2023-11-27 08:00:00,2023-11-27,2023,11,Monday,8,49,Medium,35-50,4f41e104e3332ef045a90d8a294ffbd5,Economy,Toys
50.0,a6c9ec0ff537edf9736f99b3ca993506,purchase,2023-11-28 08:00:00,2023-11-28,2023,11,Tuesday,8,50,Low,65+,a6c9ec0ff537edf9736f99b3ca993506,Budget,Toys
51.0,2d835e536f3e4aed4005091fe3955ebb,purchase,2023-11-29 08:00:00,2023-11-29,2023,11,Wednesday,8,51,Low,35-50,2d835e536f3e4aed4005091fe3955ebb,Premium,Other
52.0,82be0dec20a875155a066440ef111310,view,2023-11-30 08:00:00,2023-11-30,2023,11,Thursday,8,52,Medium,50-65,82be0dec20a875155a066440ef111310,Economy,Clothing
53.0,4cd74df98f6a204869dbc31ba3749d3c,like,2023-12-01 08:00:00,2023-12-01,2023,12,Friday,8,53,Low,35-50,4cd74df98f6a204869dbc31ba3749d3c,Budget,Toys
54.0,74c5d3de523d24384aa913b71d29689b,view,2023-12-02 08:00:00,2023-12-02,2023,12,Saturday,8,54,Low,25-35,74c5d3de523d24384aa913b71d29689b,Budget,Toys
55.0,43a663416f7a8325321942235dfa6ef7,purchase,2023-12-03 08:00:00,2023-12-03,2023,12,Sunday,8,55,VIP,35-50,43a663416f7a8325321942235dfa6ef7,Budget,Toys
56.0,f1a2c4a6317e54e9c76377c79eb35201,view,2023-12-04 08:00:00,2023-12-04,2023,12,Monday,8,56,Low,35-50,f1a2c4a6317e54e9c76377c79eb35201,Premium,Toys
57.0,c4c4257e9c0a5257ed3affae5c568aae,like,2023-12-05 08:00:00,2023-12-05,2023,12,Tuesday,8,57,High,35-50,c4c4257e9c0a5257ed3affae5c568aae,Budget,Other
58.0,9ab3556ad20a8d9c1595d298972b2eae,view,2023-12-06 08:00:00,2023-12-06,2023,12,Wednesday,8,58,High,18-25,9ab3556ad20a8d9c1595d298972b2eae,Premium,Toys
59.0,52c1091bb950f7466507179ac0bcbb86,like,2023-12-07 08:00:00,2023-12-07,2023,12,Thursday,8,59,Medium,65+,52c1091bb950f7466507179ac0bcbb86,Luxury,Toys
60.0,cb7fc27339298ae31485ce70a774f6cb,like,2023-12-08 08:00:00,2023-12-08,2023,12,Friday,8,60,High,50-65,cb7fc27339298ae31485ce70a774f6cb,Economy,Toys
61.0,5483f67f50a97a8dd7f404f80eab75e1,purchase,2023-12-09 08:00:00,2023-12-09,2023,12,Saturday,8,61,Low,35-50,5483f67f50a97a8dd7f404f80eab75e1,Premium,Clothing
62.0,ce9fd24e5a2b750d26c861da26ca283c,view,2023-12-10 08:00:00,2023-12-10,2023,12,Sunday,8,62,High,50-65,ce9fd24e5a2b750d26c861da26ca283c,Premium,Toys
63.0,ee4f7424fcbf4e3767bd0018e4c3e1d3,like,2023-12-11 08:00:00,2023-12-11,2023,12,Monday,8,63,Low,25-35,ee4f7424fcbf4e3767bd0018e4c3e1d3,Economy,Toys
64.0,a837eca35fd596cd19b7c5601a1342bc,purchase,2023-12-12 08:00:00,2023-12-12,2023,12,Tuesday,8,64,High,25-35,a837eca35fd596cd19b7c5601a1342bc,Economy,Toys
65.0,b4358a38037a7e7fbcd7fe16970e7bff,purchase,2023-12-13 08:00:00,2023-12-13,2023,12,Wednesday,8,65,VIP,50-65,b4358a38037a7e7fbcd7fe16970e7bff,Premium,Toys
66.0,83e5bb2c78aa73a08f2363e66fcd9e1b,view,2023-12-14 08:00:00,2023-12-14,2023,12,Thursday,8,66,Low,50-65,83e5bb2c78aa73a08f2363e66fcd9e1b,Economy,Clothing
67.0,ca1066833c4acdb86c6f8d1e151d651e,like,2023-12-15 08:00:00,2023-12-15,2023,12,Friday,8,67,VIP,25-35,ca1066833c4acdb86c6f8d1e151d651e,Premium,Toys
68.0,88f6235d5f16bcaf83a9fd886bfdd565,view,2023-12-16 08:00:00,2023-12-16,2023,12,Saturday,8,68,Low,35-50,88f6235d5f16bcaf83a9fd886bfdd565,Luxury,Other
69.0,37ec1604ef5bdfaaafd75a1bbaf5ec91,like,2023-12-17 08:00:00,2023-12-17,2023,12,Sunday,8,69,Medium,50-65,37ec1604ef5bdfaaafd75a1bbaf5ec91,Premium,Toys
70.0,a7a21a6b83ba70d2910c44d73b6b7725,like,2023-12-18 08:00:00,2023-12-18,2023,12,Monday,8,70,High,35-50,a7a21a6b83ba70d2910c44d73b6b7725,Economy,Toys
71.0,18bf3174cb5fcba9e72702c927019cb3,purchase,2023-12-19 08:00:00,2023-12-19,2023,12,Tuesday,8,71,Low,18-25,18bf3174cb5fcba9e72702c927019cb3,Budget,Toys
72.0,27006457c5a1578ed9d45ff737055656,view,2023-12-20 08:00:00,2023-12-20,2023,12,Wednesday,8,72,Medium,35-50,27006457c5a1578ed9d45ff737055656,Premium,Toys
73.0,b2c24314887c92d7464a191f3c54de52,like,2023-12-21 08:00:00,2023-12-21,2023,12,Thursday,8,73,Low,<18,b2c24314887c92d7464a191f3c54de52,Economy,Toys
74.0,7b3118bcb208e06362ff2eb42d5b9b3c,purchase,2023-12-22 08:00:00,2023-12-22,2023,12,Friday,8,74,VIP,35-50,7b3118bcb208e06362ff2eb42d5b9b3c,Budget,Toys
75.0,1195f9df08a6df42fdd8b1892c335889,purchase,2023-12-23 08:00:00,2023-12-23,2023,12,Saturday,8,75,Medium,35-50,1195f9df08a6df42fdd8b1892c335889,Luxury,Toys
76.0,79b669f8f4defe34698c5248706cedab,view,2023-12-24 08:00:00,2023-12-24,2023,12,Sunday,8,76,VIP,50-65,79b669f8f4defe34698c5248706cedab,Luxury,Toys
77.0,7254b59eae7dbde82de2eb3a5b9c8c39,like,2023-12-25 08:00:00,2023-12-25,2023,12,Monday,8,77,Medium,35-50,7254b59eae7dbde82de2eb3a5b9c8c39,Economy,Home
78.0,7d223d7689e145d8d69392167b122a13,view,2023-12-26 08:00:00,2023-12-26,2023,12,Tuesday,8,78,Medium,18-25,7d223d7689e145d8d69392167b122a13,Luxury,Other
79.0,90fcab7631cbee136410014eea26a61d,like,2023-12-27 08:00:00,2023-12-27,2023,12,Wednesday,8,79,VIP,35-50,90fcab7631cbee136410014eea26a61d,Economy,Toys
80.0,9485955016fda60d55229c43dc13bb94,like,2023-12-28 08:00:00,2023-12-28,2023,12,Thursday,8,80,VIP,35-50,9485955016fda60d55229c43dc13bb94,Economy,Toys
81.0,1f25e0968f5ab9451c985211bdfe4e27,purchase,2023-01-01 00:00:00,2023-01-01,2023,1,Sunday,0,81,High,18-25,1f25e0968f5ab9451c985211bdfe4e27,Premium,Sports
82.0,954fb803841ce010626740c8a776e981,view,2022-12-28 10:00:00,2022-12-28,2022,12,Wednesday,10,82,VIP,65+,954fb803841ce010626740c8a776e981,Premium,Toys
83.0,2b47bdb56e45a2bcd883dda0ac5c396e,like,2022-12-29 10:00:00,2022-12-29,2022,12,Thursday,10,83,Low,18-25,2b47bdb56e45a2bcd883dda0ac5c396e,Budget,Toys
84.0,43cf83baf4862cb9f887c7dd08650162,purchase,2022-12-30 10:00:00,2022-12-30,2022,12,Friday,10,84,Medium,35-50,43cf83baf4862cb9f887c7dd08650162,Economy,Toys
85.0,4c63c213190352c4ca32ee3f19a9f80b,purchase,2022-12-31 10:00:00,2022-12-31,2022,12,Saturday,10,85,Low,50-65,4c63c213190352c4ca32ee3f19a9f80b,Economy,Toys
86.0,aa5d0f143bd2e72e59977889279f2cf9,view,2023-01-01 10:00:00,2023-01-01,2023,1,Sunday,10,86,VIP,50-65,aa5d0f143bd2e72e59977889279f2cf9,Economy,Toys
87.0,655d6a86d569a686be549cd34ebc3d9e,like,2023-01-02 10:00:00,2023-01-02,2023,1,Monday,10,87,Medium,18-25,655d6a86d569a686be549cd34ebc3d9e,Luxury,Toys
88.0,39581e8e51beb8d3a0dd056baba4ff53,view,2023-01-03 10:00:00,2023-01-03,2023,1,Tuesday,10,88,Medium,50-65,39581e8e51beb8d3a0dd056baba4ff53,Luxury,Toys
89.0,67fb67f9191d3971c94200a3a3b9baf9,like,2023-01-04 10:00:00,2023-01-04,2023,1,Wednesday,10,89,Medium,25-35,67fb67f9191d3971c94200a3a3b9baf9,Economy,Sports
90.0,473f3b4baadf9bb5d4748f2f27887e00,like,2023-01-05 10:00:00,2023-01-05,2023,1,Thursday,10,90,VIP,35-50,473f3b4baadf9bb5d4748f2f27887e00,Luxury,Other
91.0,eae3be3cc19d4e642c2578cba1703d04,purchase,2023-01-06 10:00:00,2023-01-06,2023,1,Friday,10,91,Medium,18-25,eae3be3cc19d4e642c2578cba1703d04,Premium,Toys
92.0,dbf821fa0abe44f1d29203623d5ee012,view,2023-01-07 10:00:00,2023-01-07,2023,1,Saturday,10,92,VIP,35-50,dbf821fa0abe44f1d29203623d5ee012,Budget,Toys
93.0,30ea772fc1d42248ea26c4c5ad0311a5,like,2023-01-08 10:00:00,2023-01-08,2023,1,Sunday,10,93,VIP,50-65,30ea772fc1d42248ea26c4c5ad0311a5,Economy,Toys
94.0,8406b5a5a8f4b30bd4a9fcc89cca983f,purchase,2023-01-09 10:00:00,2023-01-09,2023,1,Monday,10,94,High,35-50,8406b5a5a8f4b30bd4a9fcc89cca983f,Premium,Toys
95.0,d229c3105ea7858cd1d92641a34b4ec8,purchase,2023-01-10 10:00:00,2023-01-10,2023,1,Tuesday,10,95,High,50-65,d229c3105ea7858cd1d92641a34b4ec8,Economy,Other
96.0,72b935fe1a8026edc4fa21e68e6dfe80,view,2023-01-11 10:00:00,2023-01-11,2023,1,Wednesday,10,96,VIP,35-50,72b935fe1a8026edc4fa21e68e6dfe80,Budget,Toys
97.0,10e74e9a2789a22f0ec2c123456edf67,like,2023-01-12 10:00:00,2023-01-12,2023,1,Thursday,10,97,High,25-35,10e74e9a2789a22f0ec2c123456edf67,Premium,Toys
98.0,8636a90d68d24c44934ef2ea51702f18,view,2023-01-13 10:00:00,2023-01-13,2023,1,Friday,10,98,VIP,18-25,8636a90d68d24c44934ef2ea51702f18,Budget,Toys
99.0,78c66630b1b56bb6ea887ea781b07d47,like,2023-01-14 10:00:00,2023-01-14,2023,1,Saturday,10,99,High,18-25,78c66630b1b56bb6ea887ea781b07d47,Luxury,Toys
100.0,afef5d77b6049314aeb9c50421a2cee9,like,2023-01-15 10:00:00,2023-01-15,2023,1,Sunday,10,100,Medium,25-35,afef5d77b6049314aeb9c50421a2cee9,Budget,Toys
101.0,0379ca9ef04209d1aae2106711eb7c76,purchase,2023-01-16 10:00:00,2023-01-16,2023,1,Monday,10,101,VIP,50-65,0379ca9ef04209d1aae2106711eb7c76,Premium,Toys
102.0,ed8d9032bc6d9f45b4db9209d693fdc0,view,2023-01-17 10:00:00,2023-01-17,2023,1,Tuesday,10,102,VIP,25-35,ed8d9032bc6d9f45b4db9209d693fdc0,Budget,Other
103.0,a8dc69040cc0bb452c92cfe9bb57aa1c,like,2023-01-18 10:00:00,2023-01-18,2023,1,Wednesday,10,103,High,50-65,a8dc69040cc0bb452c92cfe9bb57aa1c,Premium,Toys
104.0,9a895f02b4ad0cae5802632c1993eb06,purchase,2023-01-19 10:00:00,2023-01-19,2023,1,Thursday,10,104,VIP,50-65,9a895f02b4ad0cae5802632c1993eb06,Budget,Toys
105.0,92791619f785a607f88bdf065b7f132e,like,2023-01-20 10:00:00,2023-01-20,2023,1,Friday,10,105,Low,50-65,92791619f785a607f88bdf065b7f132e,Luxury,Clothing
106.0,0304022236b299aad7bc87ea32e043ff,like,2023-01-21 10:00:00,2023-01-21,2023,1,Saturday,10,106,VIP,65+,0304022236b299aad7bc87ea32e043ff,Luxury,Toys
107.0,814e4711e4823f8f00f058552fde21fa,purchase,2023-01-22 10:00:00,2023-01-22,2023,1,Sunday,10,107,Low,50-65,814e4711e4823f8f00f058552fde21fa,Premium,Toys
108.0,f6e664c2120ea19732b41350f460463d,view,2023-01-23 10:00:00,2023-01-23,2023,1,Monday,10,108,High,25-35,f6e664c2120ea19732b41350f460463d,Economy,Sports
109.0,d0dc4bfe601fc59233cc92ffec45c605,like,2023-01-24 10:00:00,2023-01-24,2023,1,Tuesday,10,109,High,65+,d0dc4bfe601fc59233cc92ffec45c605,Premium,Other
110.0,02d5d3748dc98cf913b93dc8b5c05c8b,view,2023-10-10 08:00:00,2023-10-10,2023,10,Tuesday,8,110,VIP,50-65,02d5d3748dc98cf913b93dc8b5c05c8b,Luxury,Toys
111.0,45208c800cf9482dfd24ef949a0f0cd0,like,2023-10-11 08:00:00,2023-10-11,2023,10,Wednesday,8,111,Low,50-65,45208c800cf9482dfd24ef949a0f0cd0,Premium,Home
112.0,79e3041db1ebd4fdd038c9d2cf0ef04e,like,2023-10-12 08:00:00,2023-10-12,2023,10,Thursday,8,112,High,25-35,79e3041db1ebd4fdd038c9d2cf0ef04e,Economy,Toys
113.0,49f3c6b312e7fecbf0ddadd4a080add7,purchase,2023-10-13 08:00:00,2023-10-13,2023,10,Friday,8,113,High,35-50,49f3c6b312e7fecbf0ddadd4a080add7,Premium,Other
114.0,c709c8bd5fcca2e3e2ae32ba1d69faf4,view,2023-10-14 08:00:00,2023-10-14,2023,10,Saturday,8,114,Medium,35-50,c709c8bd5fcca2e3e2ae32ba1d69faf4,Economy,Toys
115.0,99da793d9f8a083c04df9911ceb60715,like,2023-10-15 08:00:00,2023-10-15,2023,10,Sunday,8,115,VIP,65+,99da793d9f8a083c04df9911ceb60715,Luxury,Sports
116.0,8e07a9181d2ec9ee5950021ea3d8b2a0,purchase,2023-10-16 08:00:00,2023-10-16,2023,10,Monday,8,116,VIP,50-65,8e07a9181d2ec9ee5950021ea3d8b2a0,Luxury,Sports
117.0,81f53d27640a0e3325dcd555c4e87fe1,purchase,2023-10-17 08:00:00,2023-10-17,2023,10,Tuesday,8,117,VIP,50-65,81f53d27640a0e3325dcd555c4e87fe1,Premium,Sports
118.0,a849de4958fcf81230d956e8991ac7c5,view,2023-10-18 08:00:00,2023-10-18,2023,10,Wednesday,8,118,Low,35-50,a849de4958fcf81230d956e8991ac7c5,Premium,Toys
119.0,123de3c9efa5f49dbbc098068d94acc2,like,2023-10-19 08:00:00,2023-10-19,2023,10,Thursday,8,119,Medium,35-50,123de3c9efa5f49dbbc098068d94acc2,Luxury,Home
120.0,c0fd11e864d351e88e9df728bbaa486d,view,2023-10-20 08:00:00,2023-10-20,2023,10,Friday,8,120,High,35-50,c0fd11e864d351e88e9df728bbaa486d,Luxury,Toys
121.0,932626782438aa58a8222562b8bfefb0,like,2023-10-21 08:00:00,2023-10-21,2023,10,Saturday,8,121,VIP,50-65,932626782438aa58a8222562b8bfefb0,Economy,Electronics
122.0,d9809a6fc787570b33d9f44c5d4e1415,purchase,2023-10-22 08:00:00,2023-10-22,2023,10,Sunday,8,122,High,18-25,d9809a6fc787570b33d9f44c5d4e1415,Economy,Toys
123.0,f880bf9d197e7e4fc752ca2d108cd67c,view,2023-10-23 08:00:00,2023-10-23,2023,10,Monday,8,123,Medium,35-50,f880bf9d197e7e4fc752ca2d108cd67c,Premium,Toys
124.0,b7bb0de40b81beb68392cb9eac930137,like,2023-10-24 08:00:00,2023-10-24,2023,10,Tuesday,8,124,VIP,50-65,b7bb0de40b81beb68392cb9eac930137,Economy,Toys
125.0,28fb13c41d60ada29a481c17ad2f24b8,view,2023-10-25 08:00:00,2023-10-25,2023,10,Wednesday,8,125,VIP,35-50,28fb13c41d60ada29a481c17ad2f24b8,Premium,Toys
126.0,cabef2309e492543d75e306c23cd7c5a,like,2023-10-26 08:00:00,2023-10-26,2023,10,Thursday,8,126,Medium,35-50,cabef2309e492543d75e306c23cd7c5a,Budget,Toys
127.0,7e4d77ac0e15f3966d5c3ac8839ae080,like,2023-10-27 08:00:00,2023-10-27,2023,10,Friday,8,127,Low,35-50,7e4d77ac0e15f3966d5c3ac8839ae080,Budget,Toys
128.0,41fa5a2332e5c062b2b8f2b14daa5e5e,purchase,2023-10-28 08:00:00,2023-10-28,2023,10,Saturday,8,128,VIP,18-25,41fa5a2332e5c062b2b8f2b14daa5e5e,Luxury,Toys
129.0,9069f341e27a58e956b9aa3920738ecf,view,2023-10-29 08:00:00,2023-10-29,2023,10,Sunday,8,129,Low,18-25,9069f341e27a58e956b9aa3920738ecf,Economy,Toys
130.0,a6be2cb936c19bd031e72e8256003ab5,like,2023-10-30 08:00:00,2023-10-30,2023,10,Monday,8,130,High,18-25,a6be2cb936c19bd031e72e8256003ab5,Luxury,Toys
131.0,8b3ed216e8ea2a65feb8843e16e57217,purchase,2023-10-31 08:00:00,2023-10-31,2023,10,Tuesday,8,131,Low,35-50,8b3ed216e8ea2a65feb8843e16e57217,Premium,Toys
132.0,1d6d1a47bc11a7549b994c0e8cbd8804,purchase,2023-11-01 08:00:00,2023-11-01,2023,11,Wednesday,8,132,Low,25-35,1d6d1a47bc11a7549b994c0e8cbd8804,Luxury,Toys
133.0,8fd364299f24cb6ba28a5a93919b5cfa,view,2023-11-02 08:00:00,2023-11-02,2023,11,Thursday,8,133,Medium,25-35,8fd364299f24cb6ba28a5a93919b5cfa,Economy,Toys
134.0,7e3cd8712b226daca73ba3ab3abde13c,like,2023-11-03 08:00:00,2023-11-03,2023,11,Friday,8,134,High,50-65,7e3cd8712b226daca73ba3ab3abde13c,Budget,Other
135.0,38764032a8ab8cbacc789a9419d2a020,view,2023-11-04 08:00:00,2023-11-04,2023,11,Saturday,8,135,VIP,35-50,38764032a8ab8cbacc789a9419d2a020,Economy,Toys
136.0,ff09acf412a4d6277345698d6038909f,like,2023-11-05 08:00:00,2023-11-05,2023,11,Sunday,8,136,High,35-50,ff09acf412a4d6277345698d6038909f,Premium,Toys
137.0,9d5a7160612c96058770fcc966a92054,like,2023-11-06 08:00:00,2023-11-06,2023,11,Monday,8,137,VIP,35-50,,,
138.0,167a657569966c53f85837414f11fef0,purchase,2023-11-07 08:00:00,2023-11-07,2023,11,Tuesday,8,138,Medium,65+,167a657569966c53f85837414f11fef0,Budget,Toys
139.0,6bbd68078c73c7e597720418d5347070,view,2023-11-08 08:00:00,2023-11-08,2023,11,Wednesday,8,139,Low,65+,6bbd68078c73c7e597720418d5347070,Budget,Toys
